date,SMB,HML
2014-03-31,-0.0002770638394684992,-0.003620510747599546
2014-04-30,0.022762014023593923,-0.005044218670455718
2014-05-31,0.034407383785398815,-0.004807825678549909
2014-06-30,0.001387894778935514,0.06836225899088522
2014-07-31,0.052794829898131265,-0.006837515013143766
2014-08-31,0.09019143732089363,0.03943427341774115
2014-09-30,0.004698170086894436,0.02276616421355752
2014-10-31,-0.008698138893130328,0.06787562052134058
2014-11-30,-0.16843531319745658,0.17919727884790312
2014-12-31,0.061238146898305174,-0.034778128263743754
2015-01-31,0.028140203327555534,-0.028273095730123807
2015-02-28,0.07823644681663663,0.036426350476675
2015-03-31,0.017602037075556742,0.08051376462987148
2015-04-30,0.23357423709792585,-0.03388449462758475
2015-05-31,0.024694208230158998,0.11315244695992983
2015-06-30,-0.02926696330831663,-0.050319716595304265
2015-07-31,0.02229572132785615,-0.008120201152190962
2015-08-31,0.03198449359911873,-0.01758812246801637
2015-09-30,0.10949568147113647,0.04192810883521603
2015-10-31,0.13280225555962485,-0.005157858152889633
2015-11-30,0.06673622721150801,0.04512565685089019
2015-12-31,-0.018274031360583698,-0.03571941860357811
2016-01-31,0.012770237277153833,0.015710401830950183
2016-02-29,0.06217403932720991,0.04228093331715972
2016-03-31,0.04551740668536096,0.014271648701920827
2016-04-30,-0.02058628254331762,-0.004993576051056577
2016-05-31,0.03778039028947139,-0.003494897192965085
2016-06-30,-0.01266175016392047,0.04816230196361676
2016-07-31,0.027640664815818894,0.032350599425236284
2016-08-31,0.032252500295918494,0.008739582673711402
2016-09-30,0.02690427569298753,0.015050250693348727
2016-10-31,0.01771369439537059,0.04028473056771041
2016-11-30,0.018290210198391527,0.011131630195702697
2016-12-31,-0.033392695789807865,0.03726299119908264
2017-01-31,0.025709316814249025,0.014958207988127439
2017-02-28,-0.029662058497381426,-0.011585305619605087
2017-03-31,-0.05428444447908401,-0.00015754661485621602
2017-04-30,-0.05823395374366755,0.007455917571425337
2017-05-31,-0.019871474917819435,0.0081263909486439
2017-06-30,-0.03220004259452297,0.05936243270330145
2017-07-31,0.017559131597017188,0.000935630222400681
2017-08-31,0.0019018901957710815,-0.015454922274742102
2017-09-30,-0.045052169748385926,-0.01947539672184454
2017-10-31,-0.048940667550783024,0.005322356874003821
2017-11-30,-0.03168671031132078,-0.016450843286095404
2017-12-31,-0.07791684841192359,0.05244675732797488
2018-01-31,-0.008574818926176453,-0.03786887373253554
2018-02-28,0.08295937753095621,-0.026593910112453715
2018-03-31,-0.010116585784762475,-0.011204471579508785
2018-04-30,-0.01986965082492167,-0.023129337644278374
2018-05-31,-0.03574398305301109,-0.030488475044967316
2018-06-30,-0.0030499087327590844,0.054191320273078616
2018-07-31,-0.019322212736158632,0.009742459668023284
2018-08-31,-0.031489275756842496,0.036287578586396335
2018-09-30,0.0063079398841627,0.008298376009796521
2018-10-31,0.06463070332318985,0.012167683016363073
2018-11-30,0.003134482910466571,-0.022898953997493858
2018-12-31,-0.07297925459474316,0.015184977806523744
2019-01-31,0.0805350939069267,0.050872875477824764
2019-02-28,0.03830184247785699,-0.0063199294462655264
2019-03-31,-0.03592487972239145,0.0057019357468844935
2019-04-30,0.019622109740913524,-0.02839248508426824
2019-05-31,-0.03902451361916196,0.003624745804603797
2019-06-30,-0.022955636986769227,-0.009570502046145343
2019-07-31,-0.01084068201975139,-0.06007577334293672
2019-08-31,0.011808950809997366,0.00782651506991073
2019-09-30,-0.021161331554139365,-0.00037449079569788855
2019-10-31,-0.008703305591292025,-3.38611252253089e-05
2019-11-30,0.017901082546769698,0.016991124626223368
2019-12-31,0.01538963444743316,-0.04521510396992802
2020-01-31,0.002050951684922214,-0.03798118001260948
2020-02-29,0.03936651177565349,0.02542614918903753
2020-03-31,-0.04695921045160829,-0.03794768958561064
2020-04-30,0.02706632648747667,-0.03126247034367023
2020-05-31,-0.016052595837481018,-0.04918420048792606
2020-06-30,-0.004359296227292142,0.032109058396505574
2020-07-31,0.015742597823755942,0.029685635305142774
2020-08-31,-0.011657206424921185,-0.008246149526105036
2020-09-30,0.0007616057430272754,-0.010298255971931897
2020-10-31,-0.018656110683174586,0.07851681834447131
2020-11-30,-0.08487581145113225,-0.06053209513607838
2020-12-31,-0.0859082491226289,-0.03982717459205435
2021-01-31,0.028482676043536048,0.06135171899338955
2021-02-28,0.04690926830569461,0.06604955157834745
2021-03-31,-0.01162319406072572,-0.03597738667907917
2021-04-30,0.022715308393768334,0.0023758479064931656
2021-05-31,0.037331742326822515,-0.01973376407489755
2021-06-30,0.03865701404234714,-0.02146516748895446
2021-07-31,0.019938533652354977,0.07158644628165468
2021-08-31,-0.020485446392145387,0.04715018255424362
2021-09-30,-0.019419286841538794,-0.048192704912502826
2021-10-31,0.11743470982755043,-0.014246061393627267
2021-11-30,0.015987796731450152,0.08303065393690279
2021-12-31,0.003547588546516406,0.03599165385563277
2022-01-31,0.018178635771558514,0.02039639635326999
2022-02-28,0.04098123081635181,0.05636095341455342
2022-03-31,-0.09484539379170263,-0.008615408397580362
2022-04-30,0.06861013948313716,0.004795794966115957
2022-05-31,-0.01287954728875862,-0.01938912899989284
2022-06-30,0.08012884337390312,0.011416683398951057
