date,SMB,HML,MKT
2017-05-31,-0.019871474917819435,0.0081263909486439,-4.040685156441339
2017-06-30,-0.03220004259452297,0.05936243270330145,-4.468033580599156
2017-07-31,0.017559131597017188,0.000935630222400681,-3.8431755050088703
2017-08-31,0.0019018901957710815,-0.015454922274742102,-3.876202856429016
2017-09-30,-0.045052169748385926,-0.01947539672184454,-4.0826369804308795
2017-10-31,-0.048940667550783024,0.005322356874003821,-4.090325368295002
2017-11-30,-0.03168671031132078,-0.016450843286095404,-4.087392139181726
2018-01-31,-0.008574818926176453,-0.03786887373253554,-4.177120237667013
2018-02-28,0.08295937753095621,-0.026593910112453715,-3.9908763977343837
2018-05-31,-0.03574398305301109,-0.030488475044967316,-4.005232251397436
2018-07-31,-0.019322212736158632,0.009742459668023284,-3.0437406906275575
2018-08-31,-0.031489275756842496,0.036287578586396335,-2.7263831358723145
2018-09-30,0.0063079398841627,0.008298376009796521,-2.8927543932584574
2018-10-31,0.06463070332318985,0.012167683016363073,-2.6361213724947303
2018-11-30,0.003134482910466571,-0.022898953997493858,-2.74120038790501
2019-01-31,0.0805350939069267,0.050872875477824764,-2.618925161619709
2019-02-28,0.03830184247785699,-0.0063199294462655264,-2.5888599562348205
2019-04-30,0.019622109740913524,-0.02839248508426824,-2.903122699602293
2019-05-31,-0.03902451361916196,0.003624745804603797,-2.811230737224836
2019-07-31,-0.01084068201975139,-0.06007577334293672,-2.617276834483114
2019-09-30,-0.021161331554139365,-0.00037449079569788855,-2.7660411902146023
2019-10-31,-0.008703305591292025,-3.38611252253089e-05,-2.794184273877865
2019-12-31,0.01538963444743316,-0.04521510396992802,-2.968390401846944
2020-03-31,-0.04695921045160829,-0.03794768958561064,-1.7990682200836554
2020-04-30,0.02706632648747667,-0.03126247034367023,-1.2885062400722436
2020-06-30,-0.004359296227292142,0.032109058396505574,-1.951475870412433
2020-07-31,0.015742597823755942,0.029685635305142774,-2.263039246910081
2020-08-31,-0.011657206424921185,-0.008246149526105036,-2.4421644988503957
2020-09-30,0.0007616057430272754,-0.010298255971931897,-2.6750513108840086
2020-11-30,-0.08487581145113225,-0.06053209513607838,-2.778808568800775
2020-12-31,-0.0859082491226289,-0.03982717459205435,-2.7671751704770573
2021-03-31,-0.01162319406072572,-0.03597738667907917,-2.5344625766989224
2021-04-30,0.022715308393768334,0.0023758479064931656,-2.4248847984339044
2021-05-31,0.037331742326822515,-0.01973376407489755,-2.3726892634036125
2021-06-30,0.03865701404234714,-0.02146516748895446,-2.4169231999156064
2021-08-31,-0.020485446392145387,0.04715018255424362,-2.3426670131221456
2021-09-30,-0.019419286841538794,-0.048192704912502826,-2.460446736089804
2021-11-30,0.015987796731450152,0.08303065393690279,-2.3270768067228715
2021-12-31,0.003547588546516406,0.03599165385563277,-2.5247988833679966
2022-02-28,0.04098123081635181,0.05636095341455342,-2.358348888254464
2022-03-31,-0.09484539379170263,-0.008615408397580362,-2.465296490021687
2022-05-31,-0.01287954728875862,-0.01938912899989284,-1.787899470556276
2022-06-30,0.08012884337390312,0.011416683398951057,-1.8679004731771107
