date,1m
20170620,4.6584
20170621,4.6322
20170622,4.607
20170623,4.589
20170626,4.5738
20170627,4.548
20170628,4.5219
20170629,4.4955
20170630,4.4608
20170703,4.4252
20170704,4.3987
20170705,4.338
20170706,4.2762
20170707,4.215
20170710,4.161
20170711,4.1205
20170712,4.0848
20170713,4.0675
20170714,4.0397
20170717,4.012
20170718,3.9989
20170719,3.992
20170720,3.9792
20170721,3.9497
20170724,3.93
20170725,3.9205
20170726,3.9086
20170727,3.8994
20170728,3.8915
20170731,3.889
20170801,3.8886
20170802,3.8875
20170803,3.8884
20170804,3.8828
20170807,3.8781
20170808,3.8755
20170809,3.8756
20170810,3.8691
20170811,3.8627
20170814,3.8512
20170815,3.848
20170816,3.85
20170817,3.8582
20170818,3.8644
20170821,3.8671
20170822,3.8712
20170823,3.8757
20170824,3.8839
20170825,3.8872
20170828,3.8915
20170829,3.8962
20170830,3.9055
20170831,3.892
20170901,3.892
20170904,3.9032
20170905,3.9094
20170906,3.919
20170907,3.9335
20170908,3.937
20170911,3.9339
20170912,3.9354
20170913,3.9305
20170914,3.9361
20170915,3.951
20170918,3.9667
20170919,3.9815
20170920,3.9854
20170921,3.9897
20170922,3.9908
20170925,3.9941
20170926,4.0062
20170927,4.0174
20170928,4.0565
20170929,4.0743
20170930,4.0693
20171009,4.0614
20171010,4.056
20171011,4.052
20171012,4.0512
20171013,4.049
20171016,4.0427
20171017,4.0356
20171018,4.0342
20171019,4.0285
20171020,4.0235
20171023,4.02
20171024,4.0186
20171025,4.0188
20171026,4.019
20171027,4.0194
20171030,4.02
20171031,4.027
20171101,4.029
20171102,4.0289
20171103,4.0133
20171106,4.0059
20171107,3.9975
20171108,3.9935
20171109,4.0034
20171110,4.0104
20171113,4.0132
20171114,4.0144
20171115,4.0164
20171116,4.027
20171117,4.0307
20171120,4.0301
20171121,4.0351
20171122,4.0376
20171123,4.0388
20171124,4.0379
20171127,4.0368
20171128,4.0367
20171129,4.037
20171130,4.072
20171201,4.1632
20171204,4.2384
20171205,4.3039
20171206,4.3394
20171207,4.395
20171208,4.4335
20171211,4.4574
20171212,4.4898
20171213,4.524
20171214,4.5534
20171215,4.5814
20171218,4.6382
20171219,4.6869
20171220,4.7377
20171221,4.7718
20171222,4.8402
20171225,4.9162
20171226,4.9277
20171227,4.93
20171228,4.932
20171229,4.9352
20180102,4.743
20180103,4.622
20180104,4.476
20180105,4.3756
20180108,4.2886
20180109,4.2209
20180110,4.1821
20180111,4.1632
20180112,4.1134
20180115,4.0904
20180116,4.0941
20180117,4.0905
20180118,4.0921
20180119,4.1113
20180122,4.1122
20180123,4.1123
20180124,4.1183
20180125,4.1269
20180126,4.1257
20180129,4.1276
20180130,4.1288
20180131,4.1289
20180201,4.1329
20180202,4.1293
20180205,4.107
20180206,4.0887
20180207,4.0809
20180208,4.078
20180209,4.074
20180211,4.0694
20180212,4.075
20180213,4.0705
20180214,4.0751
20180222,4.0666
20180223,4.0557
20180224,4.0526
20180226,4.0443
20180227,4.038
20180228,4.0428
20180301,4.0403
20180302,4.0451
20180305,4.0726
20180306,4.1453
20180307,4.1936
20180308,4.2544
20180309,4.3265
20180312,4.3707
20180313,4.4071
20180314,4.4578
20180315,4.4908
20180316,4.5101
20180319,4.5121
20180320,4.5093
20180321,4.5042
20180322,4.4662
20180323,4.4364
20180326,4.4094
20180327,4.3906
20180328,4.3421
20180329,4.3133
20180330,4.2884
20180402,4.1879
20180403,4.1268
20180404,4.0597
20180408,4.011
20180409,3.9701
20180410,3.915
20180411,3.871
20180412,3.842
20180413,3.825
20180416,3.821
20180417,3.834
20180418,3.821
20180419,3.791
20180420,3.761
20180423,3.751
20180424,3.748
20180425,3.78
20180426,3.865
20180427,3.899
20180428,3.9
20180502,3.893
20180503,3.87
20180504,3.851
20180507,3.84
20180508,3.829
20180509,3.816
20180510,3.806
20180511,3.799
20180514,3.801
20180515,3.813
20180516,3.825
20180517,3.831
20180518,3.833
20180521,3.832
20180522,3.838
20180523,3.841
20180524,3.845
20180525,3.847
20180528,3.84
20180529,3.85
20180530,3.872
20180531,3.905
20180601,3.966
20180604,3.993
20180605,4.025
20180606,4.042
20180607,4.05
20180608,4.054
20180611,4.083
20180612,4.087
20180613,4.101
20180614,4.107
20180615,4.126
20180619,4.144
20180620,4.157
20180621,4.157
20180622,4.151
20180625,4.134
20180626,4.125
20180627,4.097
20180628,4.064
20180629,4.031
20180702,4.004
20180703,3.8824
20180704,3.732
20180705,3.571
20180706,3.446
20180709,3.34
20180710,3.285
20180711,3.241
20180712,3.222
20180713,3.208
20180716,3.21
20180717,3.2151
20180718,3.214
20180719,3.198
20180720,3.183
20180723,3.162
20180724,3.121
20180725,3.103
20180726,3.071
20180727,3.035
20180730,2.994
20180731,2.965
20180801,2.935
20180802,2.884
20180803,2.837
20180806,2.791
20180807,2.728
20180808,2.678
20180809,2.643
20180810,2.616
20180813,2.603
20180814,2.613
20180815,2.631
20180816,2.639
20180817,2.653
20180820,2.676
20180821,2.694
20180822,2.701
20180823,2.731
20180824,2.738
20180827,2.751
20180828,2.75
20180829,2.742
20180830,2.727
20180831,2.72
20180903,2.716
20180904,2.706
20180905,2.696
20180906,2.7
20180907,2.712
20180910,2.723
20180911,2.735
20180912,2.751
20180913,2.76
20180914,2.756
20180917,2.749
20180918,2.753
20180919,2.751
20180920,2.753
20180921,2.754
20180925,2.771
20180926,2.785
20180927,2.799
20180928,2.8
20180929,2.802
20180930,2.802
20181008,2.781
20181009,2.734
20181010,2.705
20181011,2.692
20181012,2.682
20181015,2.668
20181016,2.658
20181017,2.651
20181018,2.651
20181019,2.655
20181022,2.663
20181023,2.672
20181024,2.675
20181025,2.675
20181026,2.673
20181029,2.672
20181030,2.663
20181031,2.689
20181101,2.696
20181102,2.694
20181105,2.691
20181106,2.684
20181107,2.68
20181108,2.678
20181109,2.671
20181112,2.675
20181113,2.685
20181114,2.685
20181115,2.685
20181116,2.684
20181119,2.686
20181120,2.696
20181121,2.697
20181122,2.697
20181123,2.691
20181126,2.693
20181127,2.697
20181128,2.699
20181129,2.6969
20181130,2.701
20181203,2.714
20181204,2.745
20181205,2.782
20181206,2.81
20181207,2.828
20181210,2.838
20181211,2.848
20181212,2.874
20181213,2.9
20181214,2.966
20181217,3.002
20181218,3.034
20181219,3.047
20181220,3.112
20181221,3.154
20181224,3.232
20181225,3.302
20181226,3.397
20181227,3.47
20181228,3.492
20190102,3.2
20190103,3.084
20190104,3.01
20190107,2.909
20190108,2.825
20190109,2.79
20190110,2.781
20190111,2.772
20190114,2.775
20190115,2.777
20190116,2.777
20190117,2.777
20190118,2.777
20190121,2.786
20190122,2.797
20190123,2.806
20190124,2.811
20190125,2.819
20190128,2.828
20190129,2.835
20190130,2.84
20190131,2.839
20190201,2.835
20190211,2.785
20190212,2.76
20190213,2.732
20190214,2.714
20190215,2.698
20190218,2.687
20190219,2.676
20190220,2.655
20190221,2.651
20190222,2.656
20190225,2.659
20190226,2.681
20190227,2.686
20190228,2.694
20190301,2.7
20190304,2.696
20190305,2.699
20190306,2.703
20190307,2.705
20190308,2.712
20190311,2.7172
20190312,2.732
20190313,2.754
20190314,2.774
20190315,2.81
20190318,2.832
20190319,2.852
20190320,2.875
20190321,2.884
20190322,2.884
20190325,2.879
20190326,2.862
20190327,2.843
20190328,2.825
20190329,2.819
20190401,2.782
20190402,2.745
20190403,2.697
20190404,2.664
20190408,2.65
20190409,2.646
20190410,2.655
20190411,2.669
20190412,2.686
20190415,2.717
20190416,2.759
20190417,2.779
20190418,2.795
20190419,2.79
20190422,2.791
20190423,2.824
20190424,2.838
20190425,2.851
20190426,2.859
20190429,2.857
20190430,2.856
20190506,2.811
20190507,2.773
20190508,2.741
20190509,2.728
20190510,2.72
20190513,2.715
20190514,2.717
20190515,2.713
20190516,2.708
20190517,2.705
20190520,2.717
20190521,2.756
20190522,2.77
20190523,2.784
20190524,2.779
20190527,2.792
20190528,2.816
20190529,2.818
20190530,2.813
20190531,2.816
20190603,2.809
20190604,2.821
20190605,2.832
20190606,2.841
20190610,2.853
20190611,2.859
20190612,2.865
20190613,2.878
20190614,2.898
20190617,2.898
20190618,2.897
20190619,2.891
20190620,2.876
20190621,2.852
20190624,2.805
20190625,2.76
20190626,2.731
20190627,2.703
20190628,2.684
20190701,2.603
20190702,2.534
20190703,2.492
20190704,2.465
20190705,2.463
20190708,2.467
20190709,2.484
20190710,2.486
20190711,2.483
20190712,2.487
20190715,2.498
20190716,2.532
20190717,2.557
20190718,2.577
20190719,2.591
20190722,2.592
20190723,2.591
20190724,2.59
20190725,2.594
20190726,2.597
20190729,2.6
20190730,2.602
20190731,2.606
20190801,2.6
20190802,2.6
20190805,2.594
20190806,2.584
20190807,2.564
20190808,2.562
20190809,2.571
20190812,2.588
20190813,2.613
20190814,2.636
20190815,2.649
20190816,2.653
20190819,2.656
20190820,2.656
20190821,2.655
20190822,2.656
20190823,2.663
20190826,2.66
20190827,2.662
20190828,2.661
20190829,2.6611
20190830,2.661
20190902,2.661
20190903,2.664
20190904,2.662
20190905,2.665
20190906,2.681
20190909,2.688
20190910,2.677
20190911,2.679
20190912,2.682
20190916,2.682
20190917,2.685
20190918,2.692
20190919,2.704
20190920,2.719
20190923,2.737
20190924,2.751
20190925,2.75
20190926,2.749
20190927,2.75
20190930,2.762
20191008,2.754
20191009,2.728
20191010,2.7085
20191011,2.703
20191014,2.699
20191015,2.703
20191016,2.704
20191017,2.709
20191018,2.713
20191021,2.723
20191022,2.75
20191023,2.761
20191024,2.769
20191025,2.774
20191028,2.773
20191029,2.773
20191030,2.771
20191031,2.775
20191101,2.775
20191104,2.77
20191105,2.759
20191106,2.756
20191107,2.758
20191108,2.759
20191111,2.759
20191112,2.762
20191113,2.766
20191114,2.776
20191115,2.788
20191118,2.794
20191119,2.791
20191120,2.795
20191121,2.7945
20191122,2.7925
20191125,2.7875
20191126,2.7835
20191127,2.7815
20191128,2.7795
20191129,2.783
20191202,2.779
20191203,2.785
20191204,2.799
20191205,2.811
20191206,2.83
20191209,2.841
20191210,2.858
20191211,2.871
20191212,2.891
20191213,2.913
20191216,2.9304
20191217,2.942
20191218,2.959
20191219,2.976
20191220,2.997
20191223,2.998
20191224,2.996
20191225,2.9985
20191226,2.9955
20191227,2.991
20191230,2.9755
20191231,2.9785
20200102,2.8975
20200103,2.842
20200106,2.747
20200107,2.7
20200108,2.638
20200109,2.609
20200110,2.619
20200113,2.619
20200114,2.706
20200115,2.799
20200116,2.8
20200117,2.808
20200119,2.804
20200120,2.813
20200121,2.816
20200122,2.82
20200123,2.822
20200203,2.806
20200204,2.76
20200205,2.696
20200206,2.651
20200207,2.628
20200210,2.577
20200211,2.527
20200212,2.495
20200213,2.454
20200214,2.416
20200217,2.4
20200218,2.387
20200219,2.371
20200220,2.359
20200221,2.343
20200224,2.33
20200225,2.318
20200226,2.306
20200227,2.301
20200228,2.301
20200302,2.27
20200303,2.229
20200304,2.174
20200305,2.15
20200306,2.126
20200309,2.115
20200310,2.132
20200311,2.145
20200312,2.13
20200313,2.119
20200316,2.093
20200317,2.063
20200318,2.032
20200319,2.008
20200320,1.993
20200323,1.962
20200324,1.938
20200325,1.897
20200326,1.869
20200327,1.857
20200330,1.835
20200331,1.827
20200401,1.809
20200402,1.772
20200403,1.741
20200407,1.659
20200408,1.553
20200409,1.473
20200410,1.4
20200413,1.365
20200414,1.353
20200415,1.341
20200416,1.324
20200417,1.308
20200420,1.301
20200421,1.302
20200422,1.3
20200423,1.301
20200424,1.302
20200427,1.307
20200428,1.304
20200429,1.304
20200430,1.314
20200506,1.311
20200507,1.304
20200508,1.3
20200509,1.3
20200511,1.3
20200512,1.3
20200513,1.3
20200514,1.3
20200515,1.3
20200518,1.3
20200519,1.3
20200520,1.301
20200521,1.303
20200522,1.307
20200525,1.316
20200526,1.342
20200527,1.39
20200528,1.412
20200529,1.43
20200601,1.424
20200602,1.422
20200603,1.455
20200604,1.513
20200605,1.582
20200608,1.647
20200609,1.741
20200610,1.791
20200611,1.86
20200612,1.899
20200615,1.916
20200616,1.95
20200617,1.993
20200618,2.023
20200619,2.048
20200622,2.057
20200623,2.08
20200624,2.098
20200629,2.096
20200630,2.083
20200701,2.071
20200702,2.038
20200703,2.011
20200706,1.997
20200707,1.998
20200708,1.998
20200709,2.013
20200710,2.035
20200713,2.057
20200714,2.077
20200715,2.1
20200716,2.145
20200717,2.198
20200720,2.214
20200721,2.223
20200722,2.225
20200723,2.239
20200724,2.245
20200727,2.258
20200728,2.267
20200729,2.276
20200730,2.288
20200731,2.295
20200803,2.282
20200804,2.286
20200805,2.281
20200806,2.286
20200807,2.286
20200810,2.295
20200811,2.299
20200812,2.3
20200813,2.3
20200814,2.306
20200817,2.305
20200818,2.304
20200819,2.307
20200820,2.316
20200821,2.339
20200824,2.364
20200825,2.368
20200826,2.37
20200827,2.367
20200828,2.366
20200831,2.374
20200901,2.372
20200902,2.38
20200903,2.39
20200904,2.399
20200907,2.436
20200908,2.468
20200909,2.502
20200910,2.538
20200911,2.564
20200914,2.59
20200915,2.596
20200916,2.597
20200917,2.603
20200918,2.609
20200921,2.619
20200922,2.624
20200923,2.627
20200924,2.642
20200925,2.655
20200928,2.666
20200929,2.67
20200930,2.68
20201009,2.668
20201012,2.635
20201013,2.636
20201014,2.637
20201015,2.633
20201016,2.632
20201019,2.634
20201020,2.635
20201021,2.645
20201022,2.649
20201023,2.653
20201026,2.658
20201027,2.668
20201028,2.686
20201029,2.69
20201030,2.689
20201102,2.687
20201103,2.643
20201104,2.643
20201105,2.633
20201106,2.64
20201109,2.646
20201110,2.636
20201111,2.646
20201112,2.671
20201113,2.679
20201116,2.682
20201117,2.686
20201118,2.689
20201119,2.69
20201120,2.702
20201123,2.703
20201124,2.713
20201125,2.716
20201126,2.718
20201127,2.734
20201130,2.743
20201201,2.717
20201202,2.703
20201203,2.706
20201204,2.696
20201207,2.7
20201208,2.702
20201209,2.714
20201210,2.712
20201211,2.712
20201214,2.722
20201215,2.725
20201216,2.723
20201217,2.717
20201218,2.716
20201221,2.717
20201222,2.714
20201223,2.708
20201224,2.703
20201225,2.702
20201228,2.702
20201229,2.702
20201230,2.702
20201231,2.702
20210104,2.642
20210105,2.577
20210106,2.529
20210107,2.491
20210108,2.468
20210111,2.447
20210112,2.432
20210113,2.412
20210114,2.404
20210115,2.39
20210118,2.388
20210119,2.396
20210120,2.464
20210121,2.489
20210122,2.503
20210125,2.512
20210126,2.547
20210127,2.632
20210128,2.708
20210129,2.832
20210201,2.85
20210202,2.807
20210203,2.772
20210204,2.752
20210205,2.753
20210208,2.755
20210209,2.759
20210210,2.754
20210218,2.753
20210219,2.745
20210222,2.74
20210223,2.733
20210224,2.727
20210225,2.721
20210226,2.719
20210301,2.701
20210302,2.682
20210303,2.654
20210304,2.629
20210305,2.597
20210308,2.583
20210309,2.584
20210310,2.578
20210311,2.574
20210312,2.563
20210315,2.568
20210316,2.568
20210317,2.57
20210318,2.574
20210319,2.577
20210322,2.576
20210323,2.578
20210324,2.577
20210325,2.577
20210326,2.569
20210329,2.554
20210330,2.541
20210331,2.542
20210401,2.541
20210402,2.541
20210406,2.533
20210407,2.532
20210408,2.523
20210409,2.516
20210412,2.51
20210413,2.508
20210414,2.503
20210415,2.502
20210416,2.501
20210419,2.5
20210420,2.5
20210421,2.5
20210422,2.5
20210423,2.5
20210426,2.494
20210427,2.491
20210428,2.491
20210429,2.49
20210430,2.489
20210506,2.477
20210507,2.463
20210510,2.437
20210511,2.432
20210512,2.429
20210513,2.423
20210514,2.422
20210517,2.419
20210518,2.418
20210519,2.416
20210520,2.412
20210521,2.41
20210524,2.407
20210525,2.406
20210526,2.405
20210527,2.403
20210528,2.404
20210531,2.407
20210601,2.406
20210602,2.397
20210603,2.384
20210604,2.377
20210607,2.385
20210608,2.383
20210609,2.386
20210610,2.381
20210611,2.384
20210615,2.383
20210616,2.388
20210617,2.391
20210618,2.398
20210621,2.401
20210622,2.406
20210623,2.406
20210624,2.404
20210625,2.404
20210628,2.405
20210629,2.41
20210630,2.415
20210701,2.407
20210702,2.385
20210705,2.382
20210706,2.378
20210707,2.376
20210708,2.357
20210709,2.351
20210712,2.339
20210713,2.333
20210714,2.326
20210715,2.316
20210716,2.318
20210719,2.315
20210720,2.313
20210721,2.315
20210722,2.317
20210723,2.318
20210726,2.32
20210727,2.324
20210728,2.329
20210729,2.326
20210730,2.331
20210802,2.318
20210803,2.303
20210804,2.295
20210805,2.288
20210806,2.278
20210809,2.27
20210810,2.289
20210811,2.292
20210812,2.295
20210813,2.3
20210816,2.301
20210817,2.3
20210818,2.3
20210819,2.3
20210820,2.3
20210823,2.3
20210824,2.303
20210825,2.309
20210826,2.312
20210827,2.315
20210830,2.319
20210831,2.329
20210901,2.323
20210902,2.311
20210903,2.31
20210906,2.307
20210907,2.305
20210908,2.307
20210909,2.311
20210910,2.312
20210913,2.32
20210914,2.339
20210915,2.344
20210916,2.356
20210917,2.373
20210922,2.387
20210923,2.396
20210924,2.408
20210927,2.418
20210928,2.426
20210929,2.436
20210930,2.439
20211008,2.399
20211011,2.366
20211012,2.363
20211013,2.357
20211014,2.359
20211015,2.3582
20211018,2.357
20211019,2.362
20211020,2.363
20211021,2.366
20211022,2.37
20211025,2.38
20211026,2.387
20211027,2.392
20211028,2.396
20211029,2.398
20211101,2.398
20211102,2.394
20211103,2.397
20211104,2.397
20211105,2.398
20211108,2.396
20211109,2.399
20211110,2.398
20211111,2.398
20211112,2.382
20211115,2.359
20211116,2.356
20211117,2.349
20211118,2.346
20211119,2.348
20211122,2.35
20211123,2.353
20211124,2.353
20211125,2.353
20211126,2.353
20211129,2.353
20211130,2.356
20211201,2.357
20211202,2.356
20211203,2.357
20211206,2.358
20211207,2.357
20211208,2.36
20211209,2.36
20211210,2.36
20211213,2.364
20211214,2.365
20211215,2.364
20211216,2.366
20211217,2.368
20211220,2.381
20211221,2.386
20211222,2.402
20211223,2.409
20211224,2.416
20211227,2.424
20211228,2.425
20211229,2.429
20211230,2.43
20211231,2.431
20220104,2.429
20220105,2.429
20220106,2.429
20220107,2.43
20220110,2.429
20220111,2.429
20220112,2.428
20220113,2.427
20220114,2.429
20220117,2.428
20220118,2.427
20220119,2.422
20220120,2.418
20220121,2.417
20220124,2.418
20220125,2.419
20220126,2.419
20220127,2.418
20220128,2.419
20220207,2.407
20220208,2.4
20220209,2.395
20220210,2.381
20220211,2.369
20220214,2.359
20220215,2.348
20220216,2.34
20220217,2.334
20220218,2.323
20220221,2.315
20220222,2.31
20220223,2.308
20220224,2.307
20220225,2.306
20220228,2.305
20220301,2.303
20220302,2.302
20220303,2.3
20220304,2.3
20220307,2.3
20220308,2.3
20220309,2.3
20220310,2.3
20220311,2.3
20220314,2.3
20220315,2.301
20220316,2.302
20220317,2.301
20220318,2.303
20220321,2.303
20220322,2.303
20220323,2.305
20220324,2.308
20220325,2.31
20220328,2.313
20220329,2.314
20220330,2.313
20220331,2.313
20220401,2.307
20220406,2.305
20220407,2.29
20220408,2.295
20220411,2.291
20220412,2.284
20220413,2.276
20220414,2.267
20220415,2.253
20220418,2.245
20220419,2.237
20220420,2.23
20220421,2.222
20220422,2.213
20220424,2.194
20220425,2.181
20220426,2.166
20220427,2.154
20220428,2.142
20220429,2.125
20220505,2.116
20220506,2.114
20220507,2.109
20220509,2.089
20220510,2.078
20220511,2.071
20220512,2.064
20220513,2.015
20220516,1.978
20220517,1.945
20220518,1.941
20220519,1.937
20220520,1.932
20220523,1.9
20220524,1.897
20220525,1.871
20220526,1.875
20220527,1.854
20220530,1.856
20220531,1.865
20220601,1.865
20220602,1.87
20220606,1.873
20220607,1.877
20220608,1.882
20220609,1.887
20220610,1.89
20220613,1.889
20220614,1.892
20220615,1.893
20220616,1.892
20220617,1.891
20220620,1.891
20220621,1.891
20220622,1.892
20220623,1.893
20220624,1.893
20220627,1.894
20220628,1.895
20220629,1.898
20220630,1.898
20220701,1.887
20220704,1.878
20220705,1.86
20220706,1.834
20220707,1.822
20220708,1.807
20220711,1.797
20220712,1.789
20220713,1.784
20220714,1.775
20220715,1.774
20220718,1.772
20220719,1.77
20220720,1.773
20220721,1.767
20220722,1.757
20220725,1.756
20220726,1.755
20220727,1.748
20220728,1.742
20220729,1.737
